Zip,state,Primary eGRID Subregion,Subregion annual CO2e output emission rate (lb/MWh)
08314,NJ,RFCE,1007.037
08315,NJ,RFCE,1007.037
08316,NJ,RFCE,1007.037
08317,NJ,RFCE,1007.037
08318,NJ,RFCE,1007.037
08319,NJ,RFCE,1007.037
08320,NJ,RFCE,1007.037
08321,NJ,RFCE,1007.037
08322,NJ,RFCE,1007.037
08323,NJ,RFCE,1007.037
08324,NJ,RFCE,1007.037
08326,NJ,RFCE,1007.037
08327,NJ,RFCE,1007.037
08328,NJ,RFCE,1007.037
08329,NJ,RFCE,1007.037
08330,NJ,RFCE,1007.037
08332,NJ,RFCE,1007.037
08340,NJ,RFCE,1007.037
08341,NJ,RFCE,1007.037
08342,NJ,RFCE,1007.037
08343,NJ,RFCE,1007.037
08344,NJ,RFCE,1007.037
08345,NJ,RFCE,1007.037
08346,NJ,RFCE,1007.037
08347,NJ,RFCE,1007.037
08348,NJ,RFCE,1007.037
08349,NJ,RFCE,1007.037
08350,NJ,RFCE,1007.037
08352,NJ,RFCE,1007.037
08353,NJ,RFCE,1007.037
08360,NJ,RFCE,1007.037
08361,NJ,RFCE,1007.037
08362,NJ,RFCE,1007.037
08401,NJ,RFCE,1007.037
08402,NJ,RFCE,1007.037
08403,NJ,RFCE,1007.037
08404,NJ,RFCE,1007.037
08405,NJ,RFCE,1007.037
08406,NJ,RFCE,1007.037
08501,NJ,RFCE,1007.037
08502,NJ,RFCE,1007.037
08504,NJ,RFCE,1007.037
08505,NJ,RFCE,1007.037
08510,NJ,RFCE,1007.037
08511,NJ,RFCE,1007.037
08512,NJ,RFCE,1007.037
08514,NJ,RFCE,1007.037
08515,NJ,RFCE,1007.037
08518,NJ,RFCE,1007.037
08520,NJ,RFCE,1007.037
08525,NJ,RFCE,1007.037
08526,NJ,RFCE,1007.037
08527,NJ,RFCE,1007.037
08528,NJ,RFCE,1007.037
08530,NJ,RFCE,1007.037
08533,NJ,RFCE,1007.037
08534,NJ,RFCE,1007.037
08535,NJ,RFCE,1007.037
08536,NJ,RFCE,1007.037
08540,NJ,RFCE,1007.037
08541,NJ,RFCE,1007.037
08542,NJ,RFCE,1007.037
08543,NJ,RFCE,1007.037
08544,NJ,RFCE,1007.037
08550,NJ,RFCE,1007.037
08551,NJ,RFCE,1007.037
08553,NJ,RFCE,1007.037
08554,NJ,RFCE,1007.037
08555,NJ,RFCE,1007.037
08556,NJ,RFCE,1007.037
08557,NJ,RFCE,1007.037
08558,NJ,RFCE,1007.037
08559,NJ,RFCE,1007.037
08560,NJ,RFCE,1007.037
08561,NJ,RFCE,1007.037
08562,NJ,RFCE,1007.037
08601,NJ,RFCE,1007.037
08602,NJ,RFCE,1007.037
08603,NJ,RFCE,1007.037
08604,NJ,RFCE,1007.037
08605,NJ,RFCE,1007.037
08606,NJ,RFCE,1007.037
08607,NJ,RFCE,1007.037
08608,NJ,RFCE,1007.037
08609,NJ,RFCE,1007.037
08610,NJ,RFCE,1007.037
08611,NJ,RFCE,1007.037
08618,NJ,RFCE,1007.037
08619,NJ,RFCE,1007.037
08620,NJ,RFCE,1007.037
08625,NJ,RFCE,1007.037
08628,NJ,RFCE,1007.037
08629,NJ,RFCE,1007.037
08638,NJ,RFCE,1007.037
08640,NJ,RFCE,1007.037
08641,NJ,RFCE,1007.037
08645,NJ,RFCE,1007.037
08646,NJ,RFCE,1007.037
08647,NJ,RFCE,1007.037
08648,NJ,RFCE,1007.037
08650,NJ,RFCE,1007.037
08666,NJ,RFCE,1007.037
08690,NJ,RFCE,1007.037
08691,NJ,RFCE,1007.037
08695,NJ,RFCE,1007.037
08701,NJ,RFCE,1007.037
08720,NJ,RFCE,1007.037
08721,NJ,RFCE,1007.037
08722,NJ,RFCE,1007.037
08723,NJ,RFCE,1007.037
08724,NJ,RFCE,1007.037
08730,NJ,RFCE,1007.037
08731,NJ,RFCE,1007.037
08732,NJ,RFCE,1007.037
08733,NJ,RFCE,1007.037
08734,NJ,RFCE,1007.037
08735,NJ,RFCE,1007.037
08736,NJ,RFCE,1007.037
08738,NJ,RFCE,1007.037
08739,NJ,RFCE,1007.037
08740,NJ,RFCE,1007.037
08741,NJ,RFCE,1007.037
08742,NJ,RFCE,1007.037
08750,NJ,RFCE,1007.037
08751,NJ,RFCE,1007.037
08752,NJ,RFCE,1007.037
08753,NJ,RFCE,1007.037
08754,NJ,RFCE,1007.037
08755,NJ,RFCE,1007.037
08756,NJ,RFCE,1007.037
08757,NJ,RFCE,1007.037
08758,NJ,RFCE,1007.037
08759,NJ,RFCE,1007.037
08801,NJ,RFCE,1007.037
08802,NJ,RFCE,1007.037
08803,NJ,RFCE,1007.037
08804,NJ,RFCE,1007.037
08805,NJ,RFCE,1007.037
08807,NJ,RFCE,1007.037
08808,NJ,RFCE,1007.037
08809,NJ,RFCE,1007.037
08810,NJ,RFCE,1007.037
08812,NJ,RFCE,1007.037
08816,NJ,RFCE,1007.037
08817,NJ,RFCE,1007.037
08818,NJ,RFCE,1007.037
08820,NJ,RFCE,1007.037
08821,NJ,RFCE,1007.037
08822,NJ,RFCE,1007.037
08823,NJ,RFCE,1007.037
08824,NJ,RFCE,1007.037
08825,NJ,RFCE,1007.037
08826,NJ,RFCE,1007.037
08827,NJ,RFCE,1007.037
08828,NJ,RFCE,1007.037
08829,NJ,RFCE,1007.037
08830,NJ,RFCE,1007.037
08831,NJ,RFCE,1007.037
08832,NJ,RFCE,1007.037
08833,NJ,RFCE,1007.037
08834,NJ,RFCE,1007.037
08835,NJ,RFCE,1007.037
08836,NJ,RFCE,1007.037
08837,NJ,RFCE,1007.037
08840,NJ,RFCE,1007.037
08844,NJ,RFCE,1007.037
08846,NJ,RFCE,1007.037
08848,NJ,RFCE,1007.037
08850,NJ,RFCE,1007.037
08852,NJ,RFCE,1007.037
08853,NJ,RFCE,1007.037
08854,NJ,RFCE,1007.037
08855,NJ,RFCE,1007.037
08857,NJ,RFCE,1007.037
08858,NJ,RFCE,1007.037
08859,NJ,RFCE,1007.037
08861,NJ,RFCE,1007.037
08862,NJ,RFCE,1007.037
08863,NJ,RFCE,1007.037
08865,NJ,RFCE,1007.037
08867,NJ,RFCE,1007.037
08868,NJ,RFCE,1007.037
08869,NJ,RFCE,1007.037
08870,NJ,RFCE,1007.037
08871,NJ,RFCE,1007.037
08872,NJ,RFCE,1007.037
08873,NJ,RFCE,1007.037
08875,NJ,RFCE,1007.037
08876,NJ,RFCE,1007.037
08879,NJ,RFCE,1007.037
08880,NJ,RFCE,1007.037
08882,NJ,RFCE,1007.037
08884,NJ,RFCE,1007.037
08885,NJ,RFCE,1007.037
08886,NJ,RFCE,1007.037
08887,NJ,RFCE,1007.037
08888,NJ,RFCE,1007.037
08889,NJ,RFCE,1007.037
08890,NJ,RFCE,1007.037
08899,NJ,RFCE,1007.037
08901,NJ,RFCE,1007.037
08902,NJ,RFCE,1007.037
08903,NJ,RFCE,1007.037
08904,NJ,RFCE,1007.037
08905,NJ,RFCE,1007.037
08906,NJ,RFCE,1007.037
08933,NJ,RFCE,1007.037
08989,NJ,RFCE,1007.037
10001,NY,NYCW,623.784
10002,NY,NYCW,623.784
10003,NY,NYCW,623.784
10004,NY,NYCW,623.784
10005,NY,NYCW,623.784
10006,NY,NYCW,623.784
10007,NY,NYCW,623.784
10008,NY,NYCW,623.784
10009,NY,NYCW,623.784
10010,NY,NYCW,623.784
10011,NY,NYCW,623.784
10012,NY,NYCW,623.784
10013,NY,NYCW,623.784
10014,NY,NYCW,623.784
10016,NY,NYCW,623.784
10017,NY,NYCW,623.784
10018,NY,NYCW,623.784
10019,NY,NYCW,623.784
10020,NY,NYCW,623.784
10021,NY,NYCW,623.784
10022,NY,NYCW,623.784
10023,NY,NYCW,623.784
10024,NY,NYCW,623.784
10025,NY,NYCW,623.784
10026,NY,NYCW,623.784
10027,NY,NYCW,623.784
10028,NY,NYCW,623.784
10029,NY,NYCW,623.784
10030,NY,NYCW,623.784
10031,NY,NYCW,623.784
10032,NY,NYCW,623.784
10033,NY,NYCW,623.784
10034,NY,NYCW,623.784
10035,NY,NYCW,623.784
10036,NY,NYCW,623.784
10037,NY,NYCW,623.784
10038,NY,NYCW,623.784
10039,NY,NYCW,623.784
10040,NY,NYCW,623.784
10041,NY,NYCW,623.784
10043,NY,NYCW,623.784
10044,NY,NYCW,623.784
10045,NY,NYCW,623.784
10055,NY,NYCW,623.784
10060,NY,NYCW,623.784
10065,NY,NYCW,623.784
10069,NY,NYCW,623.784
10072,NY,NYCW,623.784
10075,NY,NYCW,623.784
10080,NY,NYCW,623.784
10081,NY,NYCW,623.784
10082,NY,NYCW,623.784
10087,NY,NYCW,623.784
10090,NY,NYCW,623.784
10095,NY,NYCW,623.784
10101,NY,NYCW,623.784
10102,NY,NYCW,623.784
10103,NY,NYCW,623.784
10104,NY,NYCW,623.784
10105,NY,NYCW,623.784
10106,NY,NYCW,623.784
10107,NY,NYCW,623.784
10108,NY,NYCW,623.784
10109,NY,NYCW,623.784
10110,NY,NYCW,623.784
10111,NY,NYCW,623.784
10112,NY,NYCW,623.784
10113,NY,NYCW,623.784
10114,NY,NYCW,623.784
10115,NY,NYCW,623.784
10116,NY,NYCW,623.784
10117,NY,NYCW,623.784
10118,NY,NYCW,623.784
10119,NY,NYCW,623.784
10120,NY,NYCW,623.784
10121,NY,NYCW,623.784
10122,NY,NYCW,623.784
10123,NY,NYCW,623.784
10124,NY,NYCW,623.784
10125,NY,NYCW,623.784
10126,NY,NYCW,623.784
10128,NY,NYCW,623.784
10129,NY,NYCW,623.784
10130,NY,NYCW,623.784
10131,NY,NYCW,623.784
10132,NY,NYCW,623.784
10133,NY,NYCW,623.784
10138,NY,NYCW,623.784
10149,NY,NYCW,623.784
10150,NY,NYCW,623.784
10151,NY,NYCW,623.784
10152,NY,NYCW,623.784
10153,NY,NYCW,623.784
10154,NY,NYCW,623.784
10155,NY,NYCW,623.784
10156,NY,NYCW,623.784
10157,NY,NYCW,623.784
10158,NY,NYCW,623.784
10159,NY,NYCW,623.784
10160,NY,NYCW,623.784
10161,NY,NYCW,623.784
10162,NY,NYCW,623.784
10163,NY,NYCW,623.784
10164,NY,NYCW,623.784
10165,NY,NYCW,623.784
10166,NY,NYCW,623.784
10167,NY,NYCW,623.784
10168,NY,NYCW,623.784
10169,NY,NYCW,623.784
10170,NY,NYCW,623.784
10171,NY,NYCW,623.784
10172,NY,NYCW,623.784
10173,NY,NYCW,623.784
10174,NY,NYCW,623.784
10175,NY,NYCW,623.784
10176,NY,NYCW,623.784
10177,NY,NYCW,623.784
10178,NY,NYCW,623.784
10179,NY,NYCW,623.784
10185,NY,NYCW,623.784
10197,NY,NYCW,623.784
10199,NY,NYCW,623.784
10203,NY,NYCW,623.784
10211,NY,NYCW,623.784
10212,NY,NYCW,623.784
10213,NY,NYCW,623.784
10242,NY,NYCW,623.784
10249,NY,NYCW,623.784
10256,NY,NYCW,623.784
10257,NY,NYCW,623.784
10258,NY,NYCW,623.784
10259,NY,NYCW,623.784
10260,NY,NYCW,623.784
10261,NY,NYCW,623.784
10265,NY,NYCW,623.784
10268,NY,NYCW,623.784
10269,NY,NYCW,623.784
10270,NY,NYCW,623.784
10271,NY,NYCW,623.784
10272,NY,NYCW,623.784
10273,NY,NYCW,623.784
10274,NY,NYCW,623.784
10275,NY,NYCW,623.784
10276,NY,NYCW,623.784
10277,NY,NYCW,623.784
10278,NY,NYCW,623.784
10279,NY,NYCW,623.784
10280,NY,NYCW,623.784
10281,NY,NYCW,623.784
10282,NY,NYCW,623.784
10285,NY,NYCW,623.784
10286,NY,NYCW,623.784
10292,NY,NYCW,623.784
10301,NY,NYCW,623.784
10302,NY,NYCW,623.784
10303,NY,NYCW,623.784
10304,NY,NYCW,623.784
10305,NY,NYCW,623.784
10306,NY,NYCW,623.784
10307,NY,NYCW,623.784
10308,NY,NYCW,623.784
10309,NY,NYCW,623.784
10310,NY,NYCW,623.784
10311,NY,NYCW,623.784
10312,NY,NYCW,623.784
10313,NY,NYCW,623.784
10314,NY,NYCW,623.784
10451,NY,NYCW,623.784
10452,NY,NYCW,623.784
10453,NY,NYCW,623.784
10454,NY,NYCW,623.784
10455,NY,NYCW,623.784
10456,NY,NYCW,623.784
10457,NY,NYCW,623.784
10458,NY,NYCW,623.784
10459,NY,NYCW,623.784
10460,NY,NYCW,623.784
10461,NY,NYCW,623.784
10462,NY,NYCW,623.784
10463,NY,NYCW,623.784
10464,NY,NYCW,623.784
10465,NY,NYCW,623.784
10466,NY,NYCW,623.784
10467,NY,NYCW,623.784
10468,NY,NYCW,623.784
10469,NY,NYCW,623.784
10470,NY,NYCW,623.784
10471,NY,NYCW,623.784
10472,NY,NYCW,623.784
10473,NY,NYCW,623.784
10474,NY,NYCW,623.784
10475,NY,NYCW,623.784
10499,NY,NYCW,623.784
10501,NY,NYUP,548.374
10502,NY,NYCW,623.784
10503,NY,NYCW,623.784
10504,NY,NYCW,623.784
10505,NY,NYUP,548.374
10506,NY,NYCW,623.784
10507,NY,NYCW,623.784
10509,NY,NYUP,548.374
10510,NY,NYCW,623.784
10511,NY,NYCW,623.784
10512,NY,NYUP,548.374
10514,NY,NYCW,623.784
10516,NY,NYUP,548.374
10517,NY,NYCW,623.784
10518,NY,NYUP,548.374
10519,NY,NYUP,548.374
10520,NY,NYCW,623.784
10521,NY,NYCW,623.784
10522,NY,NYCW,623.784
10523,NY,NYCW,623.784
10524,NY,NYUP,548.374
10526,NY,NYUP,548.374
10527,NY,NYUP,548.374
10528,NY,NYCW,623.784
10530,NY,NYCW,623.784
10532,NY,NYCW,623.784
10533,NY,NYCW,623.784
10535,NY,NYUP,548.374
10536,NY,NYUP,548.374
10537,NY,NYUP,548.374
10538,NY,NYCW,623.784
10540,NY,NYUP,548.374
10541,NY,NYUP,548.374
10542,NY,NYUP,548.374
10543,NY,NYCW,623.784
10545,NY,NYCW,623.784
10546,NY,NYCW,623.784
10547,NY,NYCW,623.784
10548,NY,NYCW,623.784
10549,NY,NYCW,623.784
10550,NY,NYCW,623.784
10551,NY,NYCW,623.784
10552,NY,NYCW,623.784
10553,NY,NYCW,623.784
10560,NY,NYUP,548.374
10562,NY,NYCW,623.784
10566,NY,NYCW,623.784
10567,NY,NYCW,623.784
10570,NY,NYCW,623.784
10573,NY,NYCW,623.784
10576,NY,NYUP,548.374
10577,NY,NYCW,623.784
10578,NY,NYUP,548.374
10579,NY,NYUP,548.374
10580,NY,NYCW,623.784
10583,NY,NYCW,623.784
10587,NY,NYUP,548.374
10588,NY,NYCW,623.784
10589,NY,NYUP,548.374
10590,NY,NYUP,548.374
10591,NY,NYCW,623.784
10594,NY,NYCW,623.784
10595,NY,NYCW,623.784
10596,NY,NYCW,623.784
10597,NY,NYUP,548.374
10598,NY,NYCW,623.784
10601,NY,NYCW,623.784
10602,NY,NYCW,623.784
10603,NY,NYCW,623.784
10604,NY,NYCW,623.784
10605,NY,NYCW,623.784
10606,NY,NYCW,623.784
10607,NY,NYCW,623.784
10610,NY,NYCW,623.784
10701,NY,NYCW,623.784
10702,NY,NYCW,623.784
10703,NY,NYCW,623.784
10704,NY,NYCW,623.784
10705,NY,NYCW,623.784
10706,NY,NYCW,623.784
10707,NY,NYCW,623.784
10708,NY,NYCW,623.784
10709,NY,NYCW,623.784
10710,NY,NYCW,623.784
10801,NY,NYCW,623.784
10802,NY,NYCW,623.784
10803,NY,NYCW,623.784
10804,NY,NYCW,623.784
10805,NY,NYCW,623.784
10901,NY,NYUP,548.374
10910,NY,NYUP,548.374
10911,NY,NYUP,548.374
10912,NY,NYUP,548.374
10913,NY,NYUP,548.374
10914,NY,NYUP,548.374
10915,NY,NYUP,548.374
10916,NY,NYUP,548.374
10917,NY,NYUP,548.374
10918,NY,NYUP,548.374
10919,NY,NYUP,548.374
10920,NY,NYUP,548.374
10921,NY,NYUP,548.374
10922,NY,NYUP,548.374
10923,NY,NYUP,548.374
10924,NY,NYUP,548.374
10925,NY,NYUP,548.374
10926,NY,NYUP,548.374
10927,NY,NYUP,548.374
10928,NY,NYUP,548.374
10930,NY,NYUP,548.374
10931,NY,NYUP,548.374
10932,NY,NYUP,548.374
10933,NY,NYUP,548.374
10940,NY,NYUP,548.374
10941,NY,NYUP,548.374
10949,NY,NYUP,548.374
10950,NY,NYUP,548.374
10952,NY,NYUP,548.374
10953,NY,NYUP,548.374
10954,NY,NYUP,548.374
10956,NY,NYUP,548.374
10958,NY,NYUP,548.374
10959,NY,NYUP,548.374
10960,NY,NYUP,548.374
10962,NY,NYUP,548.374
10963,NY,NYUP,548.374
10964,NY,NYUP,548.374
10965,NY,NYUP,548.374
10968,NY,NYUP,548.374
10969,NY,NYUP,548.374
10970,NY,NYUP,548.374
10973,NY,NYUP,548.374
10974,NY,NYUP,548.374
10975,NY,NYUP,548.374
10976,NY,NYUP,548.374
10977,NY,NYUP,548.374
10979,NY,NYUP,548.374
10980,NY,NYUP,548.374
10981,NY,NYUP,548.374
10982,NY,NYUP,548.374
10983,NY,NYUP,548.374
10984,NY,NYUP,548.374
10985,NY,NYUP,548.374
10986,NY,NYUP,548.374
10987,NY,NYUP,548.374
10988,NY,NYUP,548.374
10989,NY,NYUP,548.374
10990,NY,NYUP,548.374
10992,NY,NYUP,548.374
10993,NY,NYUP,548.374
10994,NY,NYUP,548.374
10996,NY,NYUP,548.374
10997,NY,NYUP,548.374
10998,NY,NYUP,548.374
11001,NY,NYLI,1341.010
11002,NY,NYLI,1341.010
11003,NY,NYLI,1341.010
11004,NY,NYCW,623.784
11005,NY,NYCW,623.784
11010,NY,NYLI,1341.010
11020,NY,NYLI,1341.010
11021,NY,NYLI,1341.010
11022,NY,NYLI,1341.010
11023,NY,NYLI,1341.010
11024,NY,NYLI,1341.010
11026,NY,NYLI,1341.010
11027,NY,NYLI,1341.010
11030,NY,NYLI,1341.010
11040,NY,NYLI,1341.010
11042,NY,NYLI,1341.010
11050,NY,NYLI,1341.010
11051,NY,NYLI,1341.010
11052,NY,NYLI,1341.010
11053,NY,NYLI,1341.010
11054,NY,NYLI,1341.010
11055,NY,NYLI,1341.010
11096,NY,NYLI,1341.010
11101,NY,NYCW,623.784
11102,NY,NYCW,623.784
11103,NY,NYCW,623.784
11104,NY,NYCW,623.784
11105,NY,NYCW,623.784
11106,NY,NYCW,623.784
11109,NY,NYCW,623.784
11120,NY,NYCW,623.784
11201,NY,NYCW,623.784
11202,NY,NYCW,623.784
11203,NY,NYCW,623.784
11204,NY,NYCW,623.784
11205,NY,NYCW,623.784
11206,NY,NYCW,623.784
11207,NY,NYCW,623.784
11208,NY,NYCW,623.784
11209,NY,NYCW,623.784
11210,NY,NYCW,623.784
11211,NY,NYCW,623.784
11212,NY,NYCW,623.784
11213,NY,NYCW,623.784
11214,NY,NYCW,623.784
11215,NY,NYCW,623.784
11216,NY,NYCW,623.784
11217,NY,NYCW,623.784
11218,NY,NYCW,623.784
11219,NY,NYCW,623.784
11220,NY,NYCW,623.784
11221,NY,NYCW,623.784
11222,NY,NYCW,623.784
11223,NY,NYCW,623.784
11224,NY,NYCW,623.784
11225,NY,NYCW,623.784
11226,NY,NYCW,623.784
11228,NY,NYCW,623.784
11229,NY,NYCW,623.784
11230,NY,NYCW,623.784
11231,NY,NYCW,623.784
11232,NY,NYCW,623.784
11233,NY,NYCW,623.784
11234,NY,NYCW,623.784
11235,NY,NYCW,623.784
11236,NY,NYCW,623.784
11237,NY,NYCW,623.784
11238,NY,NYCW,623.784
11239,NY,NYCW,623.784
11241,NY,NYCW,623.784
11242,NY,NYCW,623.784
11243,NY,NYCW,623.784
11245,NY,NYCW,623.784
11247,NY,NYCW,623.784
11249,NY,NYCW,623.784
11251,NY,NYCW,623.784
11252,NY,NYCW,623.784
11256,NY,NYCW,623.784
11351,NY,NYCW,623.784
11352,NY,NYCW,623.784
11354,NY,NYCW,623.784
11355,NY,NYCW,623.784
11356,NY,NYCW,623.784
11357,NY,NYCW,623.784
11358,NY,NYCW,623.784
11359,NY,NYCW,623.784
11360,NY,NYCW,623.784
11361,NY,NYCW,623.784
11362,NY,NYCW,623.784
11363,NY,NYCW,623.784
11364,NY,NYCW,623.784
11365,NY,NYCW,623.784
11366,NY,NYCW,623.784
11367,NY,NYCW,623.784
11368,NY,NYCW,623.784
11369,NY,NYCW,623.784
11370,NY,NYCW,623.784
11371,NY,NYCW,623.784
11372,NY,NYCW,623.784
11373,NY,NYCW,623.784
11374,NY,NYCW,623.784
11375,NY,NYCW,623.784
11377,NY,NYCW,623.784
11378,NY,NYCW,623.784
11379,NY,NYCW,623.784
11380,NY,NYCW,623.784
11381,NY,NYCW,623.784
11385,NY,NYCW,623.784
11386,NY,NYCW,623.784
11390,NY,NYCW,623.784
11405,NY,NYCW,623.784
11411,NY,NYCW,623.784
11412,NY,NYCW,623.784
11413,NY,NYCW,623.784
11414,NY,NYCW,623.784
11415,NY,NYCW,623.784
11416,NY,NYCW,623.784
11417,NY,NYCW,623.784
11418,NY,NYCW,623.784
11419,NY,NYCW,623.784
11420,NY,NYCW,623.784
11421,NY,NYCW,623.784
11422,NY,NYCW,623.784
11423,NY,NYCW,623.784
11424,NY,NYCW,623.784
11425,NY,NYCW,623.784
11426,NY,NYCW,623.784
11427,NY,NYCW,623.784
11428,NY,NYCW,623.784
11429,NY,NYCW,623.784
11430,NY,NYCW,623.784
11431,NY,NYCW,623.784
11432,NY,NYCW,623.784
11433,NY,NYCW,623.784
11434,NY,NYCW,623.784
11435,NY,NYCW,623.784
11436,NY,NYCW,623.784
11439,NY,NYCW,623.784
11451,NY,NYCW,623.784
11499,NY,NYCW,623.784
11501,NY,NYLI,1341.010
11507,NY,NYLI,1341.010
11509,NY,NYLI,1341.010
11510,NY,NYLI,1341.010
11514,NY,NYLI,1341.010
11516,NY,NYLI,1341.010
11518,NY,NYLI,1341.010
11520,NY,NYLI,1341.010
11530,NY,NYLI,1341.010
11531,NY,NYLI,1341.010
11535,NY,NYLI,1341.010
11542,NY,NYLI,1341.010
11545,NY,NYLI,1341.010
11547,NY,NYLI,1341.010
11548,NY,NYLI,1341.010
11549,NY,NYLI,1341.010
11550,NY,NYLI,1341.010
11551,NY,NYLI,1341.010
11552,NY,NYLI,1341.010
11553,NY,NYLI,1341.010
11554,NY,NYLI,1341.010
11555,NY,NYLI,1341.010
11556,NY,NYLI,1341.010
11557,NY,NYLI,1341.010
11558,NY,NYLI,1341.010
11559,NY,NYLI,1341.010
11560,NY,NYLI,1341.010
11561,NY,NYLI,1341.010
11563,NY,NYLI,1341.010
11565,NY,NYLI,1341.010
11566,NY,NYLI,1341.010
11568,NY,NYLI,1341.010
11569,NY,NYLI,1341.010
11570,NY,NYLI,1341.010
11571,NY,NYLI,1341.010
11572,NY,NYLI,1341.010
11575,NY,NYLI,1341.010
11576,NY,NYLI,1341.010
11577,NY,NYLI,1341.010
11579,NY,NYLI,1341.010
11580,NY,NYLI,1341.010
11581,NY,NYLI,1341.010
11582,NY,NYLI,1341.010
11590,NY,NYLI,1341.010
11596,NY,NYLI,1341.010
11598,NY,NYLI,1341.010
11599,NY,NYLI,1341.010
11690,NY,NYCW,623.784
11691,NY,NYCW,623.784
11692,NY,NYCW,623.784
11693,NY,NYCW,623.784
11694,NY,NYCW,623.784
11695,NY,NYCW,623.784
11697,NY,NYCW,623.784
11701,NY,NYLI,1341.010
11702,NY,NYLI,1341.010
11703,NY,NYLI,1341.010
11704,NY,NYLI,1341.010
11705,NY,NYLI,1341.010
11706,NY,NYLI,1341.010
11707,NY,NYLI,1341.010
11709,NY,NYLI,1341.010
11710,NY,NYLI,1341.010
11713,NY,NYLI,1341.010
11714,NY,NYLI,1341.010
11715,NY,NYLI,1341.010
11716,NY,NYLI,1341.010
11717,NY,NYLI,1341.010
11718,NY,NYLI,1341.010
11719,NY,NYLI,1341.010
11720,NY,NYLI,1341.010
11721,NY,NYLI,1341.010
11722,NY,NYLI,1341.010
11724,NY,NYLI,1341.010
11725,NY,NYLI,1341.010
11726,NY,NYLI,1341.010
11727,NY,NYLI,1341.010
11729,NY,NYLI,1341.010
11730,NY,NYLI,1341.010
11731,NY,NYLI,1341.010
11732,NY,NYLI,1341.010
11733,NY,NYLI,1341.010
11735,NY,NYLI,1341.010
11736,NY,NYLI,1341.010
11737,NY,NYLI,1341.010
11738,NY,NYLI,1341.010
11739,NY,NYLI,1341.010
11740,NY,NYLI,1341.010
11741,NY,NYLI,1341.010
11742,NY,NYLI,1341.010
11743,NY,NYLI,1341.010
11746,NY,NYLI,1341.010
11747,NY,NYLI,1341.010
11749,NY,NYLI,1341.010
11751,NY,NYLI,1341.010
11752,NY,NYLI,1341.010
11753,NY,NYLI,1341.010
11754,NY,NYLI,1341.010
11755,NY,NYLI,1341.010
11756,NY,NYLI,1341.010
11757,NY,NYLI,1341.010
11758,NY,NYLI,1341.010
11760,NY,NYLI,1341.010
11762,NY,NYLI,1341.010
11763,NY,NYLI,1341.010
11764,NY,NYLI,1341.010
11765,NY,NYLI,1341.010
11766,NY,NYLI,1341.010
11767,NY,NYLI,1341.010
11768,NY,NYLI,1341.010
11769,NY,NYLI,1341.010
11770,NY,NYLI,1341.010
11771,NY,NYLI,1341.010
11772,NY,NYLI,1341.010
11773,NY,NYLI,1341.010
11774,NY,NYLI,1341.010
11775,NY,NYLI,1341.010
11776,NY,NYLI,1341.010
11777,NY,NYLI,1341.010
11778,NY,NYLI,1341.010
11779,NY,NYLI,1341.010
11780,NY,NYLI,1341.010
11782,NY,NYLI,1341.010
11783,NY,NYLI,1341.010
11784,NY,NYLI,1341.010
11786,NY,NYLI,1341.010
11787,NY,NYLI,1341.010
11788,NY,NYLI,1341.010
11789,NY,NYLI,1341.010
11790,NY,NYLI,1341.010
11791,NY,NYLI,1341.010
11792,NY,NYLI,1341.010
11793,NY,NYLI,1341.010
11794,NY,NYLI,1341.010
11795,NY,NYLI,1341.010
11796,NY,NYLI,1341.010
11797,NY,NYLI,1341.010
11798,NY,NYLI,1341.010
11801,NY,NYLI,1341.010
11802,NY,NYLI,1341.010
11803,NY,NYLI,1341.010
11804,NY,NYLI,1341.010
11815,NY,NYLI,1341.010
11819,NY,NYLI,1341.010
11853,NY,NYLI,1341.010
11854,NY,NYLI,1341.010
11901,NY,NYLI,1341.010
11930,NY,NYLI,1341.010
11931,NY,NYLI,1341.010
11932,NY,NYLI,1341.010
11933,NY,NYLI,1341.010
11934,NY,NYLI,1341.010
11935,NY,NYLI,1341.010
11937,NY,NYLI,1341.010
11939,NY,NYLI,1341.010
11940,NY,NYLI,1341.010
11941,NY,NYLI,1341.010
11942,NY,NYLI,1341.010
11944,NY,NYLI,1341.010
11946,NY,NYLI,1341.010
11947,NY,NYLI,1341.010
11948,NY,NYLI,1341.010
11949,NY,NYLI,1341.010
11950,NY,NYLI,1341.010
11951,NY,NYLI,1341.010
11952,NY,NYLI,1341.010
11953,NY,NYLI,1341.010
11954,NY,NYLI,1341.010
11955,NY,NYLI,1341.010
11956,NY,NYLI,1341.010
11957,NY,NYLI,1341.010
11958,NY,NYLI,1341.010
11959,NY,NYLI,1341.010
11960,NY,NYLI,1341.010
11961,NY,NYLI,1341.010
11962,NY,NYLI,1341.010
11963,NY,NYLI,1341.010
11964,NY,NYLI,1341.010
11965,NY,NYLI,1341.010
11967,NY,NYLI,1341.010
11968,NY,NYLI,1341.010
11969,NY,NYLI,1341.010
11970,NY,NYLI,1341.010
11971,NY,NYLI,1341.010
11972,NY,NYLI,1341.010
11973,NY,NYLI,1341.010
11975,NY,NYLI,1341.010
11976,NY,NYLI,1341.010
11977,NY,NYLI,1341.010
11978,NY,NYLI,1341.010
11980,NY,NYLI,1341.010
12007,NY,NYUP,548.374
12008,NY,NYUP,548.374
12009,NY,NYUP,548.374
