Zip,state,Primary eGRID Subregion,Subregion annual CO2e output emission rate (lb/MWh)
42211,KY,SRTV,1396.520
42214,KY,SRTV,1396.520
42215,KY,SRTV,1396.520
42216,KY,SRTV,1396.520
42217,KY,SRTV,1396.520
42219,KY,SRTV,1396.520
42220,KY,SRTV,1396.520
42221,KY,SRTV,1396.520
42223,KY,SRTV,1396.520
42232,KY,SRTV,1396.520
42234,KY,SRTV,1396.520
42236,KY,SRTV,1396.520
42240,KY,SRTV,1396.520
42241,KY,SRTV,1396.520
42252,KY,SRTV,1396.520
42254,KY,SRTV,1396.520
42256,KY,SRTV,1396.520
42259,KY,SRTV,1396.520
42261,KY,SRTV,1396.520
42262,KY,SRTV,1396.520
42265,KY,SRTV,1396.520
42266,KY,SRTV,1396.520
42273,KY,SRTV,1396.520
42274,KY,SRTV,1396.520
42275,KY,SRTV,1396.520
42276,KY,SRTV,1396.520
42280,KY,SRTV,1396.520
42283,KY,SRTV,1396.520
42285,KY,SRTV,1396.520
42286,KY,SRTV,1396.520
42288,KY,SRTV,1396.520
42301,KY,SRTV,1396.520
42302,KY,SRTV,1396.520
42303,KY,SRTV,1396.520
42304,KY,SRTV,1396.520
42320,KY,SRTV,1396.520
42321,KY,SRTV,1396.520
42322,KY,SRTV,1396.520
42323,KY,SRTV,1396.520
42324,KY,SRTV,1396.520
42325,KY,SRTV,1396.520
42326,KY,SRTV,1396.520
42327,KY,SRTV,1396.520
42328,KY,SRTV,1396.520
42330,KY,SRTV,1396.520
42332,KY,SRTV,1396.520
42333,KY,SRTV,1396.520
42334,KY,SRTV,1396.520
42337,KY,SRTV,1396.520
42338,KY,SRTV,1396.520
42339,KY,SRTV,1396.520
42343,KY,SRTV,1396.520
42344,KY,SRTV,1396.520
42345,KY,SRTV,1396.520
42347,KY,SRTV,1396.520
42348,KY,SRTV,1396.520
42349,KY,SRTV,1396.520
42350,KY,SRTV,1396.520
42351,KY,SRTV,1396.520
42352,KY,SRTV,1396.520
42354,KY,SRTV,1396.520
42355,KY,SRTV,1396.520
42356,KY,SRTV,1396.520
42361,KY,SRTV,1396.520
42364,KY,SRTV,1396.520
42366,KY,SRTV,1396.520
42367,KY,SRTV,1396.520
42368,KY,SRTV,1396.520
42369,KY,SRTV,1396.520
42370,KY,SRTV,1396.520
42371,KY,SRTV,1396.520
42372,KY,SRTV,1396.520
42374,KY,SRTV,1396.520
42375,KY,SRTV,1396.520
42376,KY,SRTV,1396.520
42377,KY,SRTV,1396.520
42378,KY,SRTV,1396.520
42402,KY,SRTV,1396.520
42404,KY,SRTV,1396.520
42406,KY,SRTV,1396.520
42408,KY,SRTV,1396.520
42409,KY,SRTV,1396.520
42410,KY,SRTV,1396.520
42411,KY,SRTV,1396.520
42413,KY,SRTV,1396.520
42419,KY,SRTV,1396.520
42420,KY,SRTV,1396.520
42431,KY,SRTV,1396.520
42436,KY,SRTV,1396.520
42437,KY,SRTV,1396.520
42440,KY,SRTV,1396.520
42441,KY,SRTV,1396.520
42442,KY,SRTV,1396.520
42444,KY,SRTV,1396.520
42445,KY,SRTV,1396.520
42450,KY,SRTV,1396.520
42451,KY,SRTV,1396.520
42452,KY,SRTV,1396.520
42453,KY,SRTV,1396.520
42455,KY,SRTV,1396.520
42456,KY,SRTV,1396.520
42457,KY,SRTV,1396.520
42458,KY,SRTV,1396.520
42459,KY,SRTV,1396.520
42460,KY,SRTV,1396.520
42461,KY,SRTV,1396.520
42462,KY,SRTV,1396.520
42463,KY,SRTV,1396.520
42464,KY,SRTV,1396.520
42501,KY,SRTV,1396.520
42502,KY,SRTV,1396.520
42503,KY,SRTV,1396.520
42516,KY,SRTV,1396.520
42518,KY,SRTV,1396.520
42519,KY,SRTV,1396.520
42528,KY,SRTV,1396.520
42533,KY,SRTV,1396.520
42539,KY,SRTV,1396.520
42541,KY,SRTV,1396.520
42544,KY,SRTV,1396.520
42553,KY,SRTV,1396.520
42558,KY,SRTV,1396.520
42564,KY,SRTV,1396.520
42565,KY,SRTV,1396.520
42566,KY,SRTV,1396.520
42567,KY,SRTV,1396.520
42602,KY,SRTV,1396.520
42603,KY,SRTV,1396.520
42629,KY,SRTV,1396.520
42631,KY,SRTV,1396.520
42633,KY,SRTV,1396.520
42634,KY,SRTV,1396.520
42635,KY,SRTV,1396.520
42638,KY,SRTV,1396.520
42642,KY,SRTV,1396.520
42647,KY,SRTV,1396.520
42649,KY,SRTV,1396.520
42653,KY,SRTV,1396.520
42701,KY,SRTV,1396.520
42702,KY,SRTV,1396.520
42712,KY,SRTV,1396.520
42713,KY,SRTV,1396.520
42715,KY,SRTV,1396.520
42716,KY,SRTV,1396.520
42717,KY,SRTV,1396.520
42718,KY,SRTV,1396.520
42719,KY,SRTV,1396.520
42720,KY,SRTV,1396.520
42721,KY,SRTV,1396.520
42722,KY,SRTV,1396.520
42724,KY,SRTV,1396.520
42726,KY,SRTV,1396.520
42728,KY,SRTV,1396.520
42729,KY,SRTV,1396.520
42731,KY,SRTV,1396.520
42732,KY,SRTV,1396.520
42733,KY,SRTV,1396.520
42740,KY,SRTV,1396.520
42741,KY,SRTV,1396.520
42742,KY,SRTV,1396.520
42743,KY,SRTV,1396.520
42746,KY,SRTV,1396.520
42748,KY,SRTV,1396.520
42749,KY,SRTV,1396.520
42753,KY,SRTV,1396.520
42754,KY,SRTV,1396.520
42755,KY,SRTV,1396.520
42757,KY,SRTV,1396.520
42758,KY,SRTV,1396.520
42759,KY,SRTV,1396.520
42762,KY,SRTV,1396.520
42764,KY,SRTV,1396.520
42765,KY,SRTV,1396.520
42776,KY,SRTV,1396.520
42782,KY,SRTV,1396.520
42784,KY,SRTV,1396.520
42788,KY,SRTV,1396.520
43001,OH,RFCW,1511.525
43002,OH,RFCW,1511.525
43003,OH,RFCW,1511.525
43004,OH,RFCW,1511.525
43005,OH,RFCW,1511.525
43006,OH,RFCW,1511.525
43007,OH,RFCW,1511.525
43008,OH,RFCW,1511.525
43009,OH,RFCW,1511.525
43010,OH,RFCW,1511.525
43011,OH,RFCW,1511.525
43013,OH,RFCW,1511.525
43014,OH,RFCW,1511.525
43015,OH,RFCW,1511.525
43016,OH,RFCW,1511.525
43017,OH,RFCW,1511.525
43018,OH,RFCW,1511.525
43019,OH,RFCW,1511.525
43021,OH,RFCW,1511.525
43022,OH,RFCW,1511.525
43023,OH,RFCW,1511.525
43025,OH,RFCW,1511.525
43026,OH,RFCW,1511.525
43027,OH,RFCW,1511.525
43028,OH,RFCW,1511.525
43029,OH,RFCW,1511.525
43030,OH,RFCW,1511.525
43031,OH,RFCW,1511.525
43032,OH,RFCW,1511.525
43033,OH,RFCW,1511.525
43035,OH,RFCW,1511.525
43036,OH,RFCW,1511.525
43037,OH,RFCW,1511.525
43040,OH,RFCW,1511.525
43041,OH,RFCW,1511.525
43044,OH,RFCW,1511.525
43045,OH,RFCW,1511.525
43046,OH,RFCW,1511.525
43047,OH,RFCW,1511.525
43048,OH,RFCW,1511.525
43050,OH,RFCW,1511.525
43054,OH,RFCW,1511.525
43055,OH,RFCW,1511.525
43056,OH,RFCW,1511.525
43058,OH,RFCW,1511.525
43060,OH,RFCW,1511.525
43061,OH,RFCW,1511.525
43062,OH,RFCW,1511.525
43064,OH,RFCW,1511.525
43065,OH,RFCW,1511.525
43066,OH,RFCW,1511.525
43067,OH,RFCW,1511.525
43068,OH,RFCW,1511.525
43069,OH,RFCW,1511.525
43070,OH,RFCW,1511.525
43071,OH,RFCW,1511.525
43072,OH,RFCW,1511.525
43073,OH,RFCW,1511.525
43074,OH,RFCW,1511.525
43076,OH,RFCW,1511.525
43077,OH,RFCW,1511.525
43078,OH,RFCW,1511.525
43080,OH,RFCW,1511.525
43081,OH,RFCW,1511.525
43082,OH,RFCW,1511.525
43083,OH,RFCW,1511.525
43084,OH,RFCW,1511.525
43085,OH,RFCW,1511.525
43086,OH,RFCW,1511.525
43093,OH,RFCW,1511.525
43101,OH,RFCW,1511.525
43102,OH,RFCW,1511.525
43103,OH,RFCW,1511.525
43105,OH,RFCW,1511.525
43106,OH,RFCW,1511.525
43107,OH,RFCW,1511.525
43109,OH,RFCW,1511.525
43110,OH,RFCW,1511.525
43111,OH,RFCW,1511.525
43112,OH,RFCW,1511.525
43113,OH,RFCW,1511.525
43115,OH,RFCW,1511.525
43116,OH,RFCW,1511.525
43117,OH,RFCW,1511.525
43119,OH,RFCW,1511.525
43123,OH,RFCW,1511.525
43125,OH,RFCW,1511.525
43126,OH,RFCW,1511.525
43127,OH,RFCW,1511.525
43128,OH,RFCW,1511.525
43130,OH,RFCW,1511.525
43135,OH,RFCW,1511.525
43136,OH,RFCW,1511.525
43137,OH,RFCW,1511.525
43138,OH,RFCW,1511.525
43140,OH,RFCW,1511.525
43142,OH,RFCW,1511.525
43143,OH,RFCW,1511.525
43144,OH,RFCW,1511.525
43145,OH,RFCW,1511.525
43146,OH,RFCW,1511.525
43147,OH,RFCW,1511.525
43148,OH,RFCW,1511.525
43149,OH,RFCW,1511.525
43150,OH,RFCW,1511.525
43151,OH,RFCW,1511.525
43152,OH,RFCW,1511.525
43153,OH,RFCW,1511.525
43154,OH,RFCW,1511.525
43155,OH,RFCW,1511.525
43156,OH,RFCW,1511.525
43157,OH,RFCW,1511.525
43158,OH,RFCW,1511.525
43160,OH,RFCW,1511.525
43162,OH,RFCW,1511.525
43163,OH,RFCW,1511.525
43164,OH,RFCW,1511.525
43194,OH,RFCW,1511.525
43195,OH,RFCW,1511.525
43199,OH,RFCW,1511.525
43201,OH,RFCW,1511.525
43202,OH,RFCW,1511.525
43203,OH,RFCW,1511.525
43204,OH,RFCW,1511.525
43205,OH,RFCW,1511.525
43206,OH,RFCW,1511.525
43207,OH,RFCW,1511.525
43209,OH,RFCW,1511.525
43210,OH,RFCW,1511.525
43211,OH,RFCW,1511.525
43212,OH,RFCW,1511.525
43213,OH,RFCW,1511.525
43214,OH,RFCW,1511.525
43215,OH,RFCW,1511.525
43216,OH,RFCW,1511.525
43217,OH,RFCW,1511.525
43218,OH,RFCW,1511.525
43219,OH,RFCW,1511.525
43220,OH,RFCW,1511.525
43221,OH,RFCW,1511.525
43222,OH,RFCW,1511.525
43223,OH,RFCW,1511.525
43224,OH,RFCW,1511.525
43226,OH,RFCW,1511.525
43227,OH,RFCW,1511.525
43228,OH,RFCW,1511.525
43229,OH,RFCW,1511.525
43230,OH,RFCW,1511.525
43231,OH,RFCW,1511.525
43232,OH,RFCW,1511.525
43234,OH,RFCW,1511.525
43235,OH,RFCW,1511.525
43236,OH,RFCW,1511.525
43240,OH,RFCW,1511.525
43251,OH,RFCW,1511.525
43260,OH,RFCW,1511.525
43266,OH,RFCW,1511.525
43268,OH,RFCW,1511.525
43270,OH,RFCW,1511.525
43271,OH,RFCW,1511.525
43272,OH,RFCW,1511.525
43279,OH,RFCW,1511.525
43287,OH,RFCW,1511.525
43291,OH,RFCW,1511.525
43301,OH,RFCW,1511.525
43302,OH,RFCW,1511.525
43306,OH,RFCW,1511.525
43310,OH,RFCW,1511.525
43311,OH,RFCW,1511.525
43314,OH,RFCW,1511.525
43315,OH,RFCW,1511.525
43316,OH,RFCW,1511.525
43317,OH,RFCW,1511.525
43318,OH,RFCW,1511.525
43319,OH,RFCW,1511.525
43320,OH,RFCW,1511.525
43321,OH,RFCW,1511.525
43322,OH,RFCW,1511.525
43323,OH,RFCW,1511.525
43324,OH,RFCW,1511.525
43325,OH,RFCW,1511.525
43326,OH,RFCW,1511.525
43330,OH,RFCW,1511.525
43331,OH,RFCW,1511.525
43332,OH,RFCW,1511.525
43333,OH,RFCW,1511.525
43334,OH,RFCW,1511.525
43335,OH,RFCW,1511.525
43336,OH,RFCW,1511.525
43337,OH,RFCW,1511.525
43338,OH,RFCW,1511.525
43340,OH,RFCW,1511.525
43341,OH,RFCW,1511.525
43342,OH,RFCW,1511.525
43343,OH,RFCW,1511.525
43344,OH,RFCW,1511.525
43345,OH,RFCW,1511.525
43346,OH,RFCW,1511.525
43347,OH,RFCW,1511.525
43348,OH,RFCW,1511.525
43349,OH,RFCW,1511.525
43350,OH,RFCW,1511.525
43351,OH,RFCW,1511.525
43356,OH,RFCW,1511.525
43357,OH,RFCW,1511.525
43358,OH,RFCW,1511.525
43359,OH,RFCW,1511.525
43360,OH,RFCW,1511.525
43402,OH,RFCW,1511.525
43403,OH,RFCW,1511.525
43406,OH,RFCW,1511.525
43407,OH,RFCW,1511.525
43408,OH,RFCW,1511.525
43410,OH,RFCW,1511.525
43412,OH,RFCW,1511.525
43413,OH,RFCW,1511.525
43414,OH,RFCW,1511.525
43416,OH,RFCW,1511.525
43420,OH,RFCW,1511.525
43430,OH,RFCW,1511.525
43431,OH,RFCW,1511.525
43432,OH,RFCW,1511.525
43433,OH,RFCW,1511.525
43434,OH,RFCW,1511.525
43435,OH,RFCW,1511.525
43436,OH,RFCW,1511.525
43437,OH,RFCW,1511.525
43438,OH,RFCW,1511.525
43439,OH,RFCW,1511.525
43440,OH,RFCW,1511.525
43441,OH,RFCW,1511.525
43442,OH,RFCW,1511.525
43443,OH,RFCW,1511.525
43445,OH,RFCW,1511.525
43446,OH,RFCW,1511.525
43447,OH,RFCW,1511.525
43449,OH,RFCW,1511.525
43450,OH,RFCW,1511.525
43451,OH,RFCW,1511.525
43452,OH,RFCW,1511.525
43456,OH,RFCW,1511.525
43457,OH,RFCW,1511.525
43458,OH,RFCW,1511.525
43460,OH,RFCW,1511.525
43462,OH,RFCW,1511.525
43463,OH,RFCW,1511.525
43464,OH,RFCW,1511.525
43465,OH,RFCW,1511.525
43466,OH,RFCW,1511.525
43467,OH,RFCW,1511.525
43468,OH,RFCW,1511.525
43469,OH,RFCW,1511.525
43501,OH,RFCW,1511.525
43502,OH,RFCW,1511.525
43504,OH,RFCW,1511.525
43505,OH,RFCW,1511.525
43506,OH,RFCW,1511.525
43510,OH,RFCW,1511.525
43511,OH,RFCW,1511.525
43512,OH,RFCW,1511.525
43515,OH,RFCW,1511.525
43516,OH,RFCW,1511.525
43517,OH,RFCW,1511.525
43518,OH,RFCW,1511.525
43519,OH,RFCW,1511.525
43520,OH,RFCW,1511.525
43521,OH,RFCW,1511.525
43522,OH,RFCW,1511.525
43523,OH,RFCW,1511.525
43524,OH,RFCW,1511.525
43525,OH,RFCW,1511.525
43526,OH,RFCW,1511.525
43527,OH,RFCW,1511.525
43528,OH,RFCW,1511.525
43529,OH,RFCW,1511.525
43530,OH,RFCW,1511.525
43531,OH,RFCW,1511.525
43532,OH,RFCW,1511.525
43533,OH,RFCW,1511.525
43534,OH,RFCW,1511.525
43535,OH,RFCW,1511.525
43536,OH,RFCW,1511.525
43537,OH,RFCW,1511.525
43540,OH,RFCW,1511.525
43541,OH,RFCW,1511.525
43542,OH,RFCW,1511.525
43543,OH,RFCW,1511.525
43545,OH,RFCW,1511.525
43547,OH,RFCW,1511.525
43548,OH,RFCW,1511.525
43549,OH,RFCW,1511.525
43550,OH,RFCW,1511.525
43551,OH,RFCW,1511.525
43552,OH,RFCW,1511.525
43553,OH,RFCW,1511.525
43554,OH,RFCW,1511.525
43555,OH,RFCW,1511.525
43556,OH,RFCW,1511.525
43557,OH,RFCW,1511.525
43558,OH,RFCW,1511.525
43560,OH,RFCW,1511.525
43565,OH,RFCW,1511.525
43566,OH,RFCW,1511.525
43567,OH,RFCW,1511.525
43569,OH,RFCW,1511.525
43570,OH,RFCW,1511.525
43571,OH,RFCW,1511.525
43601,OH,RFCW,1511.525
43603,OH,RFCW,1511.525
43604,OH,RFCW,1511.525
43605,OH,RFCW,1511.525
43606,OH,RFCW,1511.525
43607,OH,RFCW,1511.525
43608,OH,RFCW,1511.525
43609,OH,RFCW,1511.525
43610,OH,RFCW,1511.525
43611,OH,RFCW,1511.525
43612,OH,RFCW,1511.525
43613,OH,RFCW,1511.525
43614,OH,RFCW,1511.525
43615,OH,RFCW,1511.525
43616,OH,RFCW,1511.525
43617,OH,RFCW,1511.525
43619,OH,RFCW,1511.525
43620,OH,RFCW,1511.525
43623,OH,RFCW,1511.525
43635,OH,RFCW,1511.525
43652,OH,RFCW,1511.525
43654,OH,RFCW,1511.525
43656,OH,RFCW,1511.525
43657,OH,RFCW,1511.525
43659,OH,RFCW,1511.525
43660,OH,RFCW,1511.525
43661,OH,RFCW,1511.525
43666,OH,RFCW,1511.525
43667,OH,RFCW,1511.525
43681,OH,RFCW,1511.525
43682,OH,RFCW,1511.525
43697,OH,RFCW,1511.525
43699,OH,RFCW,1511.525
43701,OH,RFCW,1511.525
43702,OH,RFCW,1511.525
43711,OH,RFCW,1511.525
43713,OH,RFCW,1511.525
43716,OH,RFCW,1511.525
43717,OH,RFCW,1511.525
43718,OH,RFCW,1511.525
43719,OH,RFCW,1511.525
43720,OH,RFCW,1511.525
43721,OH,RFCW,1511.525
43722,OH,RFCW,1511.525
43723,OH,RFCW,1511.525
43724,OH,RFCW,1511.525
43725,OH,RFCW,1511.525
43727,OH,RFCW,1511.525
43728,OH,RFCW,1511.525
43730,OH,RFCW,1511.525
43731,OH,RFCW,1511.525
43732,OH,RFCW,1511.525
43733,OH,RFCW,1511.525
43734,OH,RFCW,1511.525
43735,OH,RFCW,1511.525
43736,OH,RFCW,1511.525
43738,OH,RFCW,1511.525
43739,OH,RFCW,1511.525
43740,OH,RFCW,1511.525
43746,OH,RFCW,1511.525
43747,OH,RFCW,1511.525
43748,OH,RFCW,1511.525
43749,OH,RFCW,1511.525
43750,OH,RFCW,1511.525
43752,OH,RFCW,1511.525
43754,OH,RFCW,1511.525
43755,OH,RFCW,1511.525
43756,OH,RFCW,1511.525
43757,OH,RFCW,1511.525
43758,OH,RFCW,1511.525
43759,OH,RFCW,1511.525
43760,OH,RFCW,1511.525
43761,OH,RFCW,1511.525
43762,OH,RFCW,1511.525
43764,OH,RFCW,1511.525
43766,OH,RFCW,1511.525
43767,OH,RFCW,1511.525
43768,OH,RFCW,1511.525
43771,OH,RFCW,1511.525
43772,OH,RFCW,1511.525
43773,OH,RFCW,1511.525
43777,OH,RFCW,1511.525
43778,OH,RFCW,1511.525
43779,OH,RFCW,1511.525
43780,OH,RFCW,1511.525
43782,OH,RFCW,1511.525
43783,OH,RFCW,1511.525
43786,OH,RFCW,1511.525
43787,OH,RFCW,1511.525
43788,OH,RFCW,1511.525
43791,OH,RFCW,1511.525
43793,OH,RFCW,1511.525
43802,OH,RFCW,1511.525
43803,OH,RFCW,1511.525
43804,OH,RFCW,1511.525
43805,OH,RFCW,1511.525
43811,OH,RFCW,1511.525
43812,OH,RFCW,1511.525
43821,OH,RFCW,1511.525
43822,OH,RFCW,1511.525
43824,OH,RFCW,1511.525
43828,OH,RFCW,1511.525
43830,OH,RFCW,1511.525
43832,OH,RFCW,1511.525
43836,OH,RFCW,1511.525
43837,OH,RFCW,1511.525
43840,OH,RFCW,1511.525
43842,OH,RFCW,1511.525
43843,OH,RFCW,1511.525
43844,OH,RFCW,1511.525
43845,OH,RFCW,1511.525
43901,OH,RFCW,1511.525
43902,OH,RFCW,1511.525
43903,OH,RFCW,1511.525
43905,OH,RFCW,1511.525
43906,OH,RFCW,1511.525
43907,OH,RFCW,1511.525
43908,OH,RFCW,1511.525
43909,OH,RFCW,1511.525
43910,OH,RFCW,1511.525
43912,OH,RFCW,1511.525
43913,OH,RFCW,1511.525
43914,OH,RFCW,1511.525
43915,OH,RFCW,1511.525
43916,OH,RFCW,1511.525
43917,OH,RFCW,1511.525
43920,OH,RFCW,1511.525
43925,OH,RFCW,1511.525
43926,OH,RFCW,1511.525
43927,OH,RFCW,1511.525
43928,OH,RFCW,1511.525
43930,OH,RFCW,1511.525
43931,OH,RFCW,1511.525
43932,OH,RFCW,1511.525
43933,OH,RFCW,1511.525
43934,OH,RFCW,1511.525
43935,OH,RFCW,1511.525
43937,OH,RFCW,1511.525
43938,OH,RFCW,1511.525
43939,OH,RFCW,1511.525
43940,OH,RFCW,1511.525
43941,OH,RFCW,1511.525
43942,OH,RFCW,1511.525
43943,OH,RFCW,1511.525
43944,OH,RFCW,1511.525
43945,OH,RFCW,1511.525
43946,OH,RFCW,1511.525
43947,OH,RFCW,1511.525
43948,OH,RFCW,1511.525
43950,OH,RFCW,1511.525
43951,OH,RFCW,1511.525
43952,OH,RFCW,1511.525
43953,OH,RFCW,1511.525
43961,OH,RFCW,1511.525
43962,OH,RFCW,1511.525
43963,OH,RFCW,1511.525
43964,OH,RFCW,1511.525
43967,OH,RFCW,1511.525
43968,OH,RFCW,1511.525
43970,OH,RFCW,1511.525
43971,OH,RFCW,1511.525
43972,OH,RFCW,1511.525
43973,OH,RFCW,1511.525
43974,OH,RFCW,1511.525
43976,OH,RFCW,1511.525
43977,OH,RFCW,1511.525
43981,OH,RFCW,1511.525
43983,OH,RFCW,1511.525
43984,OH,RFCW,1511.525
43985,OH,RFCW,1511.525
43986,OH,RFCW,1511.525
43988,OH,RFCW,1511.525
44001,OH,RFCW,1511.525
44003,OH,RFCW,1511.525
44004,OH,RFCW,1511.525
44005,OH,RFCW,1511.525
44010,OH,RFCW,1511.525
44011,OH,RFCW,1511.525
44012,OH,RFCW,1511.525
44017,OH,RFCW,1511.525
44021,OH,RFCW,1511.525
44022,OH,RFCW,1511.525
44023,OH,RFCW,1511.525
44024,OH,RFCW,1511.525
44026,OH,RFCW,1511.525
44028,OH,RFCW,1511.525
44030,OH,RFCW,1511.525
44032,OH,RFCW,1511.525
44033,OH,RFCW,1511.525
44035,OH,RFCW,1511.525
44036,OH,RFCW,1511.525
44039,OH,RFCW,1511.525
44040,OH,RFCW,1511.525
44041,OH,RFCW,1511.525
44044,OH,RFCW,1511.525
44045,OH,RFCW,1511.525
44046,OH,RFCW,1511.525
44047,OH,RFCW,1511.525
44048,OH,RFCW,1511.525
44049,OH,RFCW,1511.525
44050,OH,RFCW,1511.525
44052,OH,RFCW,1511.525
44053,OH,RFCW,1511.525
44054,OH,RFCW,1511.525
44055,OH,RFCW,1511.525
44056,OH,RFCW,1511.525
44057,OH,RFCW,1511.525
44060,OH,RFCW,1511.525
44061,OH,RFCW,1511.525
44062,OH,RFCW,1511.525
44064,OH,RFCW,1511.525
44065,OH,RFCW,1511.525
44067,OH,RFCW,1511.525
44068,OH,RFCW,1511.525
44070,OH,RFCW,1511.525
44072,OH,RFCW,1511.525
44073,OH,RFCW,1511.525
44074,OH,RFCW,1511.525
44076,OH,RFCW,1511.525
44077,OH,RFCW,1511.525
44080,OH,RFCW,1511.525
44081,OH,RFCW,1511.525
44082,OH,RFCW,1511.525
44084,OH,RFCW,1511.525
44085,OH,RFCW,1511.525
44086,OH,RFCW,1511.525
44087,OH,RFCW,1511.525
44088,OH,RFCW,1511.525
44089,OH,RFCW,1511.525
44090,OH,RFCW,1511.525
44092,OH,RFCW,1511.525
44093,OH,RFCW,1511.525
44094,OH,RFCW,1511.525
44095,OH,RFCW,1511.525
44096,OH,RFCW,1511.525
44097,OH,RFCW,1511.525
44099,OH,RFCW,1511.525
44101,OH,RFCW,1511.525
44102,OH,RFCW,1511.525
44103,OH,RFCW,1511.525
44104,OH,RFCW,1511.525
44105,OH,RFCW,1511.525
44106,OH,RFCW,1511.525
44107,OH,RFCW,1511.525
44108,OH,RFCW,1511.525
44109,OH,RFCW,1511.525
44110,OH,RFCW,1511.525
44111,OH,RFCW,1511.525
44112,OH,RFCW,1511.525
44113,OH,RFCW,1511.525
44114,OH,RFCW,1511.525
44115,OH,RFCW,1511.525
44116,OH,RFCW,1511.525
44117,OH,RFCW,1511.525
44118,OH,RFCW,1511.525
44119,OH,RFCW,1511.525
44120,OH,RFCW,1511.525
44121,OH,RFCW,1511.525
44122,OH,RFCW,1511.525
44123,OH,RFCW,1511.525
44124,OH,RFCW,1511.525
44125,OH,RFCW,1511.525
44126,OH,RFCW,1511.525
44127,OH,RFCW,1511.525
44128,OH,RFCW,1511.525
44129,OH,RFCW,1511.525
44130,OH,RFCW,1511.525
44131,OH,RFCW,1511.525
44132,OH,RFCW,1511.525
44133,OH,RFCW,1511.525
44134,OH,RFCW,1511.525
44135,OH,RFCW,1511.525
44136,OH,RFCW,1511.525
44137,OH,RFCW,1511.525
44138,OH,RFCW,1511.525
44139,OH,RFCW,1511.525
44140,OH,RFCW,1511.525
44141,OH,RFCW,1511.525
44142,OH,RFCW,1511.525
44143,OH,RFCW,1511.525
44144,OH,RFCW,1511.525
44145,OH,RFCW,1511.525
44146,OH,RFCW,1511.525
44147,OH,RFCW,1511.525
44149,OH,RFCW,1511.525
44181,OH,RFCW,1511.525
44188,OH,RFCW,1511.525
44190,OH,RFCW,1511.525
44191,OH,RFCW,1511.525
44192,OH,RFCW,1511.525
44193,OH,RFCW,1511.525
44194,OH,RFCW,1511.525
44195,OH,RFCW,1511.525
44197,OH,RFCW,1511.525
44198,OH,RFCW,1511.525
44199,OH,RFCW,1511.525
44201,OH,RFCW,1511.525
44202,OH,RFCW,1511.525
44203,OH,RFCW,1511.525
44210,OH,RFCW,1511.525
44211,OH,RFCW,1511.525
44212,OH,RFCW,1511.525
44214,OH,RFCW,1511.525
44215,OH,RFCW,1511.525
44216,OH,RFCW,1511.525
44217,OH,RFCW,1511.525
44221,OH,RFCW,1511.525
44222,OH,RFCW,1511.525
44223,OH,RFCW,1511.525
44224,OH,RFCW,1511.525
44230,OH,RFCW,1511.525
44231,OH,RFCW,1511.525
44232,OH,RFCW,1511.525
44233,OH,RFCW,1511.525
44234,OH,RFCW,1511.525
44235,OH,RFCW,1511.525
44236,OH,RFCW,1511.525
44237,OH,RFCW,1511.525
44240,OH,RFCW,1511.525
44241,OH,RFCW,1511.525
44242,OH,RFCW,1511.525
44243,OH,RFCW,1511.525
44250,OH,RFCW,1511.525
44251,OH,RFCW,1511.525
44253,OH,RFCW,1511.525
44254,OH,RFCW,1511.525
44255,OH,RFCW,1511.525
44256,OH,RFCW,1511.525
44258,OH,RFCW,1511.525
44260,OH,RFCW,1511.525
44262,OH,RFCW,1511.525
44264,OH,RFCW,1511.525
44265,OH,RFCW,1511.525
44266,OH,RFCW,1511.525
44270,OH,RFCW,1511.525
44272,OH,RFCW,1511.525
44273,OH,RFCW,1511.525
44274,OH,RFCW,1511.525
44275,OH,RFCW,1511.525
44276,OH,RFCW,1511.525
44278,OH,RFCW,1511.525
44280,OH,RFCW,1511.525
44281,OH,RFCW,1511.525
44282,OH,RFCW,1511.525
44285,OH,RFCW,1511.525
44286,OH,RFCW,1511.525
44287,OH,RFCW,1511.525
44288,OH,RFCW,1511.525
44301,OH,RFCW,1511.525
44302,OH,RFCW,1511.525
44303,OH,RFCW,1511.525
44304,OH,RFCW,1511.525
44305,OH,RFCW,1511.525
44306,OH,RFCW,1511.525
44307,OH,RFCW,1511.525
44308,OH,RFCW,1511.525
44309,OH,RFCW,1511.525
44310,OH,RFCW,1511.525
44311,OH,RFCW,1511.525
44312,OH,RFCW,1511.525
44313,OH,RFCW,1511.525
44314,OH,RFCW,1511.525
44315,OH,RFCW,1511.525
44316,OH,RFCW,1511.525
44317,OH,RFCW,1511.525
44319,OH,RFCW,1511.525
44320,OH,RFCW,1511.525
44321,OH,RFCW,1511.525
44325,OH,RFCW,1511.525
44326,OH,RFCW,1511.525
44328,OH,RFCW,1511.525
44333,OH,RFCW,1511.525
44334,OH,RFCW,1511.525
44372,OH,RFCW,1511.525
44393,OH,RFCW,1511.525
44396,OH,RFCW,1511.525
44398,OH,RFCW,1511.525
44399,OH,RFCW,1511.525
44401,OH,RFCW,1511.525
44402,OH,RFCW,1511.525
44403,OH,RFCW,1511.525
44404,OH,RFCW,1511.525
44405,OH,RFCW,1511.525
44406,OH,RFCW,1511.525
44408,OH,RFCW,1511.525
44410,OH,RFCW,1511.525
44411,OH,RFCW,1511.525
44412,OH,RFCW,1511.525
