year,temp
258.65,30.08521258
258.66,33.87367987
258.81,32.18026554
258.9,35.57955319
259,31.34115442
259.01,33.87021549
259.01,27.11995562
259.09,27.540734
259.15,31.75671468
259.15,28.38589334
259.21,29.65837722
259.26,28.40588469
259.26,26.70555957
259.3,30.08161161
259.35,25.01226313
259.4,28.81073211
259.43,27.1194682
259.45,30.93028993
259.48,23.75510803
259.52,28.3898767
259.54,28.81693826
259.58,22.48108768
259.59,27.96882372
259.6,25.43136723
259.63,26.71533611
259.64,26.28205106
259.7,30.50175782
259.72,25.86480563
259.72,25.86074862
259.73,25.42892323
259.73,27.96465821
259.74,30.50395862
259.77,27.55781852
259.77,27.54165897
259.77,26.28829277
259.78,27.5471312
259.78,29.66063342
259.8,27.13382537
259.9,28.81763083
260.2,30.92189962
260.2,29.65614081
260.2,28.81876398
260.2,28.81849339
260.2,30.51162863
260.4,29.66068701
260.6,34.30500913
260.6,33.88289477
260.6,31.3430257
260.6,29.23261593
260.6,30.07732279
260.6,28.80337632
260.6,31.76648289
260.6,30.08353932
260.6,29.66151362
260.77,28.82003058
260.78,30.49304817
260.82,33.89055283
260.97,27.9760422
260.97,28.80645459
261.05,30.49207465
261.11,28.81854143
261.2,29.6659433
261.35,29.23284996
262.16,26.28220691
263.3,33.45250345
263.73,26.285232
263.87,26.27227004
264.16,27.5528401
264.45,26.70316783
264.68,27.12619148
265.08,28.82031764
265.09,26.70832389
265.43,27.96068706
265.43,27.966337
265.54,27.12746622
265.54,27.96949283
265.75,26.71123291
266.1,29.23580218
266.38,26.28893187
267.12,27.54566131
267.61,26.70054562
269.64,28.3906458
270.11,24.1785302
270.53,25.01638445
272.34,28.3939009
272.38,25.01937872
273.25,24.59720905
274.07,29.23360959
274.16,24.59331953
274.72,26.7162498
275,24.16695489
275.27,24.59985501
275.68,25.01570427
275.81,25.01414158
275.81,25.86576872
275.81,23.7503797
275.82,21.6404922
276.05,24.17260303
276.83,25.86501484
277.37,23.74527309
279.13,24.58646132
279.22,27.12041147
279.3,27.12151747
279.4,25.01963637
281.04,26.27994642
283.35,22.89751615
285.48,26.28208273
285.48,24.5909646
285.48,27.54645384
287.96,27.56130342
290,25.01924595
291,22.48482982
291.01,25.86174897
291.38,25.01796579
291.99,22.90785346
292.1,26.28085144
292.44,30.08654446
293,25.43320809
293,23.32799996
293.86,23.32887833
293.86,24.1708787
294.04,25.01422653
294.14,23.75534008
294.37,25.85769621
294.63,24.60179783
295.05,27.97672454
295.08,26.71059521
295.4,35.13646613
296,26.28235517
296.34,25.44642468
296.57,26.70821811
296.62,26.70203647
296.77,31.34470977
296.8,26.27918134
297,27.12709472
297.15,27.13003521
297.17,24.5899668
297.57,23.74617725
297.58,25.85496692
297.78,24.17226027
298.17,27.54738478
298.3,25.85910228
298.63,28.39065877
298.82,31.34764774
298.83,26.28511733
298.9,24.17350247
299.05,28.37958564
299.23,26.70962507
299.43,28.81865546
299.43,30.07839522
262.03,22.06264827
262.2,26.70019432
262.22,24.16971169
262.4,26.27901632
263.2,24.58843837
264.61,23.74507253
264.78,22.48719702
264.86,24.17506167
264.95,24.59425742
265.83,23.75503387
265.86,24.17384798
266.03,22.05622391
266.22,22.48576345
266.24,23.3325308
266.24,23.32867864
266.34,25.012513
266.36,21.63771349
266.36,23.32708301
266.37,24.17109695
266.4,22.48547108
266.43,24.17760355
270.22,27.12268875
270.26,26.70351506
270.28,25.86283287
270.53,26.28690958
272.3,28.81843212
272.34,28.392975
252.15,28.8101024
252.19,29.65746729
252.31,29.66492641
252.32,27.96059586
252.36,26.29548046
252.38,26.27917695
252.41,29.66953564
252.42,27.96915765
252.54,27.54656042
252.58,28.39863726
252.65,28.8141142
252.69,30.50131738
252.84,29.64674028
252.89,28.3808827
252.98,29.23540789
253.03,30.08106518
253.09,28.80868991
253.13,27.54560259
253.23,29.64895506
253.31,30.49412957
253.49,30.91997827
253.66,30.51697188
253.72,30.9351773
253.8,28.8243267
253.91,26.28083069
254.05,28.38423586
254.14,30.93179188
254.3,23.32839596
254.46,28.81007034
255.62,26.69204138
255.85,28.82362355
256.3,30.92185864
251.5693616,28.70347152
251.724593,30.91234349
251.7401337,31.16872005
251.7815756,32.68215927
251.7815756,33.54387346
251.7936628,28.91255068
251.80575,30.70168044
251.8161105,29.26070633
251.8299244,28.44936699
251.8402849,27.15375822
251.8506453,25.28244195
251.8506453,26.52404539
251.8506453,27.79701633
251.8575523,29.34437394
251.8748198,28.10730863
251.8748198,28.95913937
251.88,32.34955948
251.8846923,27.66070807
251.8893846,25.60103936
251.8893846,29.45947295
251.8893846,29.03260363
251.8987692,28.9940348
251.8987692,28.13572056
251.9081538,26.01989852
251.9081538,28.62738873
251.9081538,27.73961326
251.9175385,25.41147089
251.9175385,29.04118364
251.9316154,22.51485764
251.941,18.39358141
251.9413688,17.85322349
251.9424751,19.03614764
251.9435814,17.84366071
251.9520633,18.29440902
251.9550136,17.80618277
251.957595,19.35278276
251.9587014,18.83992686
251.9594389,17.82431422
251.9612828,17.33575067
251.9638643,17.13783803
251.9657081,19.72819421
251.9697647,20.21033187
251.9705023,20.08133028
251.9716086,19.34081574
251.9734525,19.23489284
251.9745588,22.70030979
251.9764027,24.46615634
251.9808281,19.68951517
251.9826719,16.74594655
251.9911538,17.99379118
251.9966855,19.86347755
252.0022172,15.98776337
252.0040611,19.15064071
252.0114367,18.29436017
252.0188122,16.39868533
252.0232376,15.93917143
252.0276629,16.38128597
252.0313507,20.14133714
252.0409389,16.87386301
252.049052,13.45699588
252.1103959,14.67778954
252.1278394,15.8705352
252.1534232,15.14216901
252.1726111,14.16975986
252.1941247,18.24627422
252.2179641,20.54744054
252.2452923,18.31511337
252.2918083,15.74732263
252.3261138,11.86686635
252.3516976,14.02497626
252.3644895,16.28128188
252.3982136,14.77354243
252.4319376,15.36775199
252.4778722,16.01777479
252.4941528,17.1771236
252.5424131,17.19172113
252.5714856,18.61655251
252.6011395,15.30467331
252.6435853,16.11219901
252.6732393,17.28986756
252.8551976,18.52579425
252.8688414,15.78819612
252.8974283,13.92905568
252.9182187,14.76995919
252.9373849,12.60957878
252.9617488,16.30384819
253.0319166,18.16747749
253.0582296,18.0256305
253.0647266,16.94991635
253.0764212,17.00569409
253.0894153,17.33944457
253.1108554,17.13805959
253.1306714,17.05097476
253.1449648,19.38557766
253.2528154,15.38651487
253.2878993,17.1088257
253.3044667,17.78623531
253.3522198,19.655127
253.371386,19.33818801
253.3928262,19.67009256
253.4204385,18.27783342
253.4557143,20.43258168
253.4880952,17.93791743
253.5310387,16.41806251
253.544277,17.25723377
253.6012016,19.73619828
253.644888,18.57733209
253.6541548,19.39883435
253.6806314,18.62208494
253.7124033,19.05831477
253.791833,21.04264751
253.8156619,20.45267547
253.8328717,21.39268139
253.9136253,18.20829172
253.977169,19.21949055
254.0076171,21.9653712
254.0195316,21.32426715
254.0274745,22.17263464
254.0327699,22.33929528
254.0367413,23.31970023
254.0420367,22.69428908
254.047332,23.77681635
254.0685132,24.7461075
254.1148473,26.47841624
254.14,26.23215246
254.147943,24.05579059
254.1519145,26.25892441
254.2564969,23.87239098
250.914,33.35071978
251.226,32.82343763
251.4054,31.08618449
251.8175,32.42129014
251.876,29.12582722
251.8955,28.66338842
251.8955,29.81322301
251.9241,26.65509068
251.9546584,19.37130141
251.9683168,20.25341995
251.975146,25.60040953
251.9888043,25.36682697
251.9956335,23.99570621
252.0092919,20.62102434
252.0552641,23.93380403
252.0570963,22.66629729
252.0707547,18.75060885
252.0818479,20.49712402
252.1253882,19.44708551
252.1748915,20.45940067
252.2214133,21.24976091
252.3078109,21.78619889
252.3211029,16.42307643
252.4806062,17.65929084
252.50719,16.41249961
252.5736497,16.89672064
252.6401094,17.27136196
252.6666933,19.96407877
252.7198611,19.93236812
252.7863208,18.19755613
252.8394885,18.01750638
252.972408,17.59072718
253.1186193,20.31254649
253.2515387,16.91421269
253.3711662,16.42131167
253.4509178,17.72354933
253.5439614,20.97218093
253.623713,21.12619906
253.7433405,23.60082427
253.849676,20.15490872
253.9560116,20.68563173
254.0623471,21.60529062
251.8867059,35.23758563
251.8912941,34.42085173
251.8966471,33.63081208
251.902,34.39403052
251.9058235,35.57695746
251.9211176,35.314497
251.9249412,32.45271887
251.9356471,25.53277947
251.9356471,28.76392848
251.9387059,25.59491078
251.9394706,26.15503036
251.9429334,28.480266
251.9429334,30.37209724
251.9453501,29.32048144
251.9453501,29.34875792
251.9468002,26.54536339
251.9475252,30.06295204
251.9482502,26.87835699
251.9482502,26.41775455
251.9579172,25.02891553
251.9579172,24.9496217
251.9748345,24.44244037
251.9748345,24.97206335
251.9748345,23.03400231
251.999002,23.65185304
252.0231695,25.05573865
252.0231695,23.63566299
251.8098793,33.02049943
251.8428276,34.72754285
251.8435,33.11677411
251.8522414,28.47718704
251.8522414,32.46132827
251.8562759,35.55546092
251.8562759,36.30930527
251.8569483,33.62466075
251.8690517,32.03084299
251.8690517,34.30356786
251.8717414,30.13590599
251.8717414,34.22140869
251.8717414,32.42570252
251.8751034,30.22289411
251.8751034,32.95953331
251.8771207,29.0476729
251.8771207,35.17974202
251.8831724,29.03372179
251.8831724,30.86718469
251.8831724,34.83520935
251.8831724,28.55115135
251.8831724,33.44679767
251.8831724,36.14408019
251.8878793,31.14503226
251.8878793,32.1400335
251.8919138,31.07076108
251.8972931,28.27233635
251.8972931,33.62969714
251.9006552,30.04730822
251.9006552,32.20727044
251.9040172,30.10177332
251.9040172,31.30900471
251.9087241,28.31453529
251.9087241,28.75072811
251.9208276,29.51754622
251.9208276,25.99884485
251.9288966,26.29319664
251.9288966,24.75817692
251.9535543,27.71649434
251.9535543,28.95787863
251.9615435,26.9071333
251.9615435,25.40907824
251.9758098,23.21932161
251.9758098,25.24630146
251.9855109,21.68196872
251.9980652,24.59642863
251.9980652,24.78497849
252.0094783,23.40793811
252.0094783,26.12624551
252.046,24.82776644
252.046,25.60340603
252.1347849,21.47133923
252.1675968,20.03473968
252.1675968,23.26985338
252.2737527,27.05931329
252.2737527,24.67496794
245.9,26.5
245.9,24.7
246.38,25.6
246.73,24.7
246.75,28.3
246.82,24.7
246.97,25.6
247.05,25.6
247.2,25.15
247.24,24.25
247.3,26.95
247.3,25.15
247.42,28.3
247.52,28.3
247.55,26.95
247.56,28.3
247.66,28.3
247.75,29.2
247.8,29.65
247.91,26.95
247.91,29.2
248.02,27.4
248.3,29.65
248.31,29.65
248.31,29.2
248.4,29.2
248.42,29.2
248.57,29.65
248.65,29.65
248.72,29.2
248.9,28.3
249.37,31.45
249.38,27.4
249.67,26.95
249.79,26.5
250.01,29.65
250.08,27.85
250.22,32.35
250.29,28.3
250.36,28.3
250.38,32.8
250.4,28.3
250.42,32.8
250.44,31
250.45,32.8
250.5,33.7
250.52,33.7
250.54,34.6
250.57,29.65
250.66,29.2
250.68,31.9
250.7,32.35
250.72,32.8
250.75,34.15
250.77,28.75
250.82,32.35
250.9,32.8
250.9,28.75
250.97,29.65
251,26.95
251.08,29.2
251.12,27.85
251.13,29.2
251.15,26.5
251.2,28.75
251.2,25.15
251.25,27.4
251.25,27.4
251.28,27.4
251.32,25.6
251.32,27.85
251.38,28.3
251.42,28.3
251.44,30.55
251.54,32.35
251.55,30.55
251.62,23.35
251.9,26.05
203.46,23.53
205.59,22.81
207.72,23.935
209.46,22.855
209.46,23.08
209.7,19.48
209.94,26.23
210.18,21.865
210.66,27.13
211.61,26.32
212.09,26.905
212.57,27.4
213.05,23.665
213.28,29.38
213.52,30.595
214,26.275
214.96,27.4
216.19,22.27
217.42,22.945
226,20.38
227,23.755
228.71,27.175
229.07,26.005
231.05,27.625
232.31,26.68
233.57,22.405
234.29,22.63
235.01,22.63
235.19,22.495
235.25,22.585
235.91,23.08
236,21.775
236.45,23.305
237,20.92
237,21.28
237.3,26.59
237.6,26.41
237.9,21.325
238.2,25.51
238.5,25.06
239.79,25.555
240.13,30.415
240.82,30.505
241.5,24.115
241.5,30.235
241.8,26.05
242.12,22.315
242.12,25.6
242.74,30.01
243,29.605
243.5,31.945
246.65,28.975
247.3,35.815
247.8,34.33
202.04,21.145
202.75,22.945
204.17,22.945
204.88,22.045
205.59,22.945
206.3,24.07
207.01,24.34
210.42,23.665
210.89,23.485
211.13,22.675
211.37,20.83
211.85,23.395
212.33,21.01
212.81,20.425
221.87,19.93
228.53,19.795
238.8,27.805
239.44,22.9
244.4,26.905
244.6,25.96
244.75,24.655
244.9,25.555
245.3,26.095
245.65,26.815
246,26.05
246.5,27.58
246.6,26.41
246.7,26.185
231,28.3
231.5,29.65
231.6907895,29.65
232.4605263,26.5
232.7105263,26.05
232.8947368,23.8
233.0131579,25.15
233.2236842,22.9
233.5,23.8
233.5595238,26.05
233.6904762,27.4
233.9642857,24.7
234.0357143,26.5
234.1666667,23.35
234.2857143,23.35
234.4047619,26.5
234.547619,23.8
234.7142857,26.5
234.8214286,24.25
234.9642857,23.8
235.7261905,25.15
235.8333333,23.35
235.8690476,23.8
235.9880952,24.7
236.1190476,24.7
236.2380952,25.6
236.4166667,24.7
236.9285714,28.3
201.4,13.211568
201.4,9.590192
201.4,13.085052
201.4,12.205488
201.3739953,11.831772
201.3739953,11.956128
201.3739953,7.927328
201.3739953,11.8732
201.3739953,12.874672
201.3739953,7.615392
201.3739953,9.2303
201.3361702,10.681532
201.3361702,11.956128
201.3361702,5.100528
201.3361702,11.295392
201.2869976,13.507612
201.2869976,10.0327
201.2822695,11.131168
201.2822695,14.445692
201.2799054,11.6663
201.2799054,11.6663
201.2799054,11.6663
201.2799054,11.6663
201.2737589,10.763068
201.2737589,11.377648
201.263357,12.9167
201.2600473,14.875932
201.2600473,14.1887
201.2600473,15.787248
201.2600473,12.958752
201.2458629,15.135228
201.2264775,14.8328
201.2264775,14.8328
201.2264775,14.231472
201.2264775,12.874672
201.2264775,13.465248
201.2264775,15.962032
201.2208038,16.974492
201.2160757,10.559408
201.2052009,15.395388
201.2037825,16.444668
201.2037825,16.444668
201.2037825,16.093372
201.2037825,16.488688
201.1914894,16.7975
201.1914894,16.488688
201.1820331,13.042928
201.1820331,13.042928
201.1806147,14.919088
201.1735225,13.253788
201.1735225,12.455712
201.1683215,12.581148
201.1683215,10.803872
201.1631206,13.380592
201.1631206,13.719792
201.1631206,13.719792
201.1309693,16.532732
201.1309693,15.9183
201.1219858,19.219292
201.1219858,16.7975
201.1106383,14.359932
201.0023641,16.093372
201.0023641,15.962032
201,19.173808
200.992435,18.992112
200.9593381,15.569308
200.9593381,11.707632
200.8959811,15.656412
200.8959811,17.730992
200.8959811,16.224928
200.8312057,15.221852
200.8264775,17.999648
200.7205674,17.507772
200.7205674,16.841712
200.6832151,20.4103
200.6094563,20.318108
200.6094563,16.753312
200.5905437,19.219292
200.5749409,19.629728
200.5749409,17.418652
200.4359338,20.088048
200.4335697,19.310332
200.4335697,21.244348
195.5,23.315868
194.612061,20.318108
194.4527495,17.91
194.2562384,23.793148
194.1834566,22.698992
194.0742837,23.6975
193.3909427,16.753312
193.3505083,19.128348
192.9671904,20.687452
192.8960259,20.18
192.8636784,20.18
192.1876155,20.042108
192.0727819,18.946748
192.0283041,15.351968
192.0283041,19.904432
192,31.549468
178.8895464,18.537136
179.3069034,19.535161
179.6199211,20.3489
179.9284024,22.7724
180.5,22.186656
180.5774443,22.235369
180.6384318,20.396929
180.6577928,21.071225
180.7826718,21.506564
180.8049371,25.041764
180.8823814,19.106464
180.964666,24.001025
180.9762827,19.726161
181.0556631,22.528025
181.0847047,21.894756
181.0847047,22.089284
181.1021297,21.991984
181.125363,24.198649
181.125363,24.347056
181.3906099,22.089284
181.4215876,23.459044
181.4215876,22.381616
181.5,22.430401
180.5,21.7976
180.8198903,20.733636
180.8198903,21.943361
180.8259259,22.479204
180.9086145,20.637344
181.0703704,21.749049
181.166941,21.264529
181.2665295,22.576864
181.3431824,23.360736
181.3932785,24.545184
181.8761317,23.409881
182.2986283,19.344449
182.4102881,17.782064
182.4887517,17.5001
182.5853224,18.4425
182.6366255,19.249201
182.6668038,20.3489
182.7,21.894756
182.7,15.914544
182.7,18.395209
182.7100223,16.378724
182.7100223,16.285744
182.7902004,15.960881
182.8636971,16.146409
182.8971047,15.590689
182.9832962,13.8025
183.15902,14.487025
183.2057906,17.125156
183.2057906,16.425241
183.4890869,15.406025
183.4890869,16.844704
183.4890869,15.544496
183.8485523,16.053609
183.9253898,15.313801
184.2,15.452164
184.7769304,15.544496
186.7605338,22.821329
186.7605338,23.508225
187.5773117,21.3129
187.6,20.589225
188.3104319,20.685481
188.3104319,20.637344
188.4025249,21.458121
188.5,25.640036
189,20.156964
189.8531114,20.541124
189.8991317,20.252896
189.9247467,19.201604
189.9629522,21.846169
189.9629522,20.109025
189.9681621,18.9164
190.1956585,19.726161
190.2017366,18.821476
190.3319826,19.344449
190.3345876,24.099801
190.5551375,18.631844
190.5946454,20.83
190.6558611,20.444976
190.7170767,21.991984
190.7170767,21.991984
190.7952243,18.111841
190.7952243,28.619241
190.7952243,18.111841
190.7952243,19.154025
190.8,21.943361
190.8,21.943361
192,20.493041
178.2,21.022944
178.6536489,21.555025
178.8804734,24.842916
180.6190707,22.479204
180.6384318,20.109025
180.6577928,24.198649
180.6887706,20.926436
181.0847047,21.603504
181.1292352,21.3129
181.214424,20.685481
181,24.693969
181.8,24.644356
182.5,20.300889
182.8,15.313801
183.5,16.704721
184,15.6369
186,21.943361
187,20.204921
178.3,25.3852
178.4615385,27.697788
178.6230769,25.1423
178.7846154,34.2647
178.9461538,35.06
179.1076923,31.1375
179.2692308,26.8552
179.4307692,31.1375
179.5923077,28.246688
179.7538462,30.522428
179.9153846,30.3692
180.0769231,34.688188
180.2384615,31.3948
180.4,27.5983
180.5181818,27.8472
180.6363636,30.8808
180.7545455,29.504988
180.8727273,28.196668
180.9909091,31.291808
181.1090909,28.0967
181.2272727,25.8728
181.3454545,34.5292
181.4636364,25.3852
181.5818182,22.51
181.7,21.3375
181.737037,23.2207
181.7740741,24.320928
181.8111111,21.5708
181.8481481,26.8552
181.8851852,25.8728
181.9222222,22.9832
181.9592593,21.1048
181.9962963,19.447072
182.0333333,21.5708
182.0703704,22.51
182.1074074,19.2648
182.1444444,18.3592
182.1814815,20.088048
182.2185185,19.858588
182.2555556,24.6583
182.2925926,23.2207
182.3296296,25.190832
182.3666667,20.8727
182.4037037,22.180188
182.4407407,17.6863
182.4777778,18.8108
182.5148148,20.18
182.5518519,18.8108
182.5888889,20.18
182.6259259,22.0392
182.662963,21.1048
182.7,18.8108
182.8,17.6863
180.2,37.2072
180.3,30.6247
180.4,25.3852
180.4875,27.35
180.575,31.291808
180.6625,30.471328
180.75,29.758448
180.8375,31.3948
180.925,28.999868
181.0125,29.86
181.1,35.06
181.8,22.840988
181.85625,20.318108
181.9125,22.604448
181.96875,18.8108
182.025,21.430748
182.08125,27.648032
182.1375,20.8727
182.19375,15.4823
182.25,19.0375
182.30625,20.4103
182.3625,20.8727
182.41875,19.4927
182.475,18.8108
182.53125,21.1048
182.5875,22.0392
182.64375,18.5847
182.7,21.5708
182.8,18.5847
182.9,16.488688
183,18.5847
183.1,22.840988
183.2,16.5768
183.3,17.0188
183.4,16.1372
183.5,18.5847
183.6,19.2648
178.3,23.841008
178.4235294,24.610032
178.5470588,25.3852
178.6705882,22.7463
178.7941176,25.3852
178.9176471,20.8727
179.0411765,22.888368
179.1647059,22.7463
179.2882353,24.513568
179.4117647,24.1767
179.5352941,23.601948
179.6588235,25.3852
179.7823529,23.9368
179.9058824,23.4588
180.0294118,27.996828
180.1529412,22.0392
180.2764706,24.4172
180.4,24.1767
180.452,22.651708
180.504,27.8472
180.556,25.1423
180.608,24.6583
180.66,24.4172
180.712,24.9
180.764,25.1423
180.816,24.803248
180.868,22.51
180.92,25.8728
180.972,27.996828
181.024,25.6287
181.076,25.1423
181.128,24.320928
181.18,27.996828
181.232,29.3532
181.284,25.3852
181.336,30.1143
181.388,29.758448
181.44,25.6287
181.492,25.045308
181.544,24.080668
181.596,22.698992
181.648,30.3692
181.7,25.3852
181.7909091,21.1048
181.8818182,22.415648
181.9727273,21.5708
182.0636364,19.9503
182.1545455,19.4927
182.2454545,18.8108
182.3363636,18.044508
182.4272727,17.596988
182.5181818,19.9503
182.6090909,16.444668
182.7,20.8727
182.7882353,15.9183
182.8764706,15.7
182.9647059,14.488608
183.0529412,16.444668
183.1411765,15.7
183.2294118,16.1372
183.3176471,16.1372
183.4058824,15.9183
183.4941176,15.9183
183.5823529,18.3592
183.6705882,19.2648
183.7588235,13.55
183.8470588,13.422908
183.9352941,14.1887
184.0235294,13.9752
184.1117647,15.787248
184.2,18.224188
163.5,10.761712
163.5,13.9625
163.5,11.104477
163.5,11.526272
163.5,12.928688
163.5,11.028125
163.7,10.951877
163.7,10.270325
163.7,10.761712
163.7,10.685828
163.7,10.913792
163.7,10.8377
163.9,11.449348
163.9,11.526272
163.9,11.757668
163.9,11.873717
163.9,11.526272
163.9,10.307968
164.1,11.449348
164.1,12.262237
164.1,11.99
164.1,11.873717
164.1,10.007552
164.1,10.610048
164.1,11.6033
164.1,11.372528
164.1,11.028125
164.1,11.564773
164.1,9.634372
164.1,12.262237
164.1,12.731893
164.1,11.066288
164.1,10.270325
164.25,11.257493
164.25,14.3648
164.25,12.496597
164.25,11.028125
164.25,11.796325
164.6,10.951877
164.6,11.334157
164.6,14.566925
164.6,13.762325
164.6,11.680432
164.6,11.2192
164.6,13.403648
164.6,12.928688
164.85,13.483172
164.85,11.680432
164.85,11.912452
164.85,12.849892
164.85,11.449348
164.85,11.796325
165.2,11.835008
165.2,12.340253
165.2,10.383332
165.2,10.270325
165.2,12.810533
165.2,11.912452
165.2,11.680432
165.2,10.875733
165.8,11.104477
165.8,11.526272
165.8,13.284557
165.8,10.989988
165.8,11.257493
158.6,17.730992
158.6,16.005788
158.6,16.7975
158.6,13.634848
158.6,14.274268
158.47,7.498812
158.47,11.956128
158.47,7.927328
158.47,9.310108
158.47,11.583708
158.47,14.660512
158.47,11.008252
158.47,11.997628
158.3,9.2303
158.19,14.145952
158.19,13.085052
158.15,8.280092
158.15,12.122272
158.15,13.507612
158.02,11.748988
158.02,14.1887
158.02,14.4028
158.02,13.889968
158.02,11.336508
157.53,14.962268
157.53,18.856092
157.53,14.574512
157.53,15.091952
157.53,20.687452
157.53,16.224928
157.53,18.449328
157.3,14.445692
157.3,17.596988
157.3,10.0327
157.3,12.163868
157.3,18.3592
157.3,17.999648
157.3,18.044508
157.3,19.858588
156.75,14.574512
156.75,16.532732
156.75,15.525792
156.75,16.1372
156.69,17.596988
156.69,17.4632
156.69,17.954812
155.86,18.404252
155.86,19.219292
155.86,18.3592
155.86,18.404252
155.86,23.363488
155.86,18.539552
155.86,19.904432
155.78,23.2207
155.78,20.502588
155.78,22.321392
155.69,18.946748
155.69,22.227232
155.5,18.494428
155.5,18.044508
155.5,19.401468
134.1069307,9.8312
134.3274752,10.2348
134.4363861,11.46
134.5180693,11.46
134.5589109,10.6408
134.9564356,11.8732
135,11.8732
135.0804233,11.46
135.1121693,11.8732
135.2074074,10.2348
135.3343915,11.0492
135.4021164,11.46
135.4571429,11.46
135.5798942,11.0492
135.6201058,11.46
135.7026455,11.46
135.757672,11.8732
135.8,11.46
135.8507246,13.55
135.8852174,11.0492
135.9115942,10.2348
135.94,11.46
135.9724638,7.0732
135.9826087,11.0492
135.9988406,11.46
135.9988406,11.46
136.0292754,11.0492
136.0556522,10.6408
136.075942,11.46
136.084058,10.6408
136.1205797,12.7068
136.1226087,11.46
136.1449275,12.2888
136.1469565,12.2888
136.1652174,11.46
136.1895652,12.7068
136.1895652,11.46
136.2098551,11.46
136.3031884,11.0492
136.3214493,10.6408
136.3904348,11.8732
136.4289855,13.1272
136.4391304,13.1272
136.4533333,11.0492
136.4695652,12.7068
136.4797101,11.8732
136.493913,12.2888
136.5,11.46
136.5304786,13.9752
136.6634761,13.55
136.7355164,12.7068
136.7770781,12.7068
136.8324937,11.0492
136.9350126,9.8312
136.9987406,13.55
137.1843829,12.2888
137.2010076,12.7068
137.334005,11.0492
137.3506297,13.1272
137.4559194,13.1272
137.5667506,12.7068
137.6,11.46
137.7086519,12.2888
137.8100604,13.1272
137.8643863,11.46
138.0092555,12.2888
138.0454728,12.2888
138.0925553,12.2888
138.1686117,11.8732
138.4655936,12.2888
138.4981891,13.1272
138.6539235,13.1272
138.7806841,12.2888
139.0052314,11.8732
139.0885312,13.1272
139.0885312,12.7068
139.117505,13.1272
139.131992,12.2888
139.1609658,12.2888
139.1609658,13.55
139.2152918,11.46
139.2334004,11.8732
139.2696177,11.8732
139.2985915,13.1272
139.3963783,11.46
139.3963783,13.1272
139.4,13.55
125.2580556,14.574512
125.6972222,14.274268
126.5152778,14.1887
127.2472222,12.413948
127.2472222,12.748732
127.2902778,11.377648
127.2902778,13.889968
127.6175,13.169372
127.6175,13.592412
127.6175,14.060528
127.8069444,12.790688
127.8456944,12.455712
127.8827222,13.677308
127.91975,12.539312
127.9567778,14.4028
127.9938056,13.932572
128.0308333,12.581148
128.0308333,14.060528
128.4097222,15.0487
128.5991667,13.719792
129.0469444,12.247132
129.4,13.9752
129.456,12.748732
129.6036364,12.874672
129.6036364,12.539312
129.6163636,14.445692
129.8250909,12.9167
129.9396364,13.634848
129.9727273,13.1272
130.0032727,13.507612
130.0490909,14.4028
130.2145455,14.746608
130.2527273,13.677308
130.2654545,13.296032
130.2781818,14.317088
130.4309091,13.55
130.4818182,12.874672
130.5327273,13.085052
130.5505455,13.7623
130.5696364,14.103228
130.5887273,13.592412
130.6078182,12.832668
130.6269091,12.664892
130.646,13.55
130.6650909,13.296032
130.6841818,12.372208
130.7032727,12.413948
130.7223636,14.6175
130.7414545,12.330492
130.7605455,12.623008
130.7796364,11.624992
130.8,13.465248
131.0757576,12.413948
131.0875758,11.131168
131.0954545,11.583708
131.2530303,12.455712
131.2530303,12.2888
131.2845455,12.0807
131.3515152,13.804832
131.6272727,13.085052
131.6863636,11.542448
131.9345455,13.1272
132.0724242,13.211568
132.1,12.539312
99.7,21.700516
99.7,25.940144
99.7,22.870276
99.9,21.458121
99.9,24.347056
100.32,23.803689
100.32,24.001025
100.32,24.347056
100.37,20.83
100.37,25.290729
100.38,24.001025
100.39,25.2409
100.4,22.430401
100.51,26.2409
100.52,23.360736
100.53,22.870276
100.54,23.508225
100.54,24.001025
100.54,24.347056
100.54,24.545184
100.54,25.490225
100.54,25.74
100.54,26.492025
100.55,26.7436
100.55,25.990225
100.55,26.492025
100.56,27.349216
100.56,28.7724
100.56,29.181616
100.57,26.7436
100.58,26.2409
100.58,23.508225
100.66,25.490225
100.66,25.990225
100.68,24.495625
100.72,24.495625
100.72,25.490225
100.74,26.2409
100.74,24.297569
100.75,26.693249
100.75,25.340576
100.76,25.74
100.76,26.140576
100.77,21.506564
100.77,22.625721
100.77,24.942304
100.77,25.790009
100.77,26.341296
100.78,29.437961
100.79,25.890081
100.8,23.2625
100.8,24.2481
100.8,25.141296
100.81,22.040625
100.81,25.440324
100.82,25.490225
100.82,28.313409
100.82,20.204921
100.82,24.198649
100.83,25.640036
100.83,25.840036
100.84,30.3129
100.84,26.140576
100.85,28.109881
100.85,25.74
100.86,28.211609
100.86,26.894761
100.86,26.040324
100.87,25.141296
100.87,26.341296
100.9,25.640036
100.91,25.041764
100.92,25.990225
100.92,25.191089
100.94,24.545184
100.94,25.640036
100.95,24.842916
100.97,25.340576
100.97,25.390441
100.97,25.840036
100.97,29.437961
100.98,27.652996
100.99,26.7436
100.99,25.890081
101.01,25.890081
101.01,26.140576
101.02,27.147056
101.04,27.551664
101.05,28.823489
101.08,24.198649
101.08,26.190729
101.09,24.347056
101.11,26.542304
101.11,27.7544
101.19,26.542304
